Churn,Internet_Service,Data_Usage,Customer_Service_Calls,MonthlyCharge,Account_Age,Source
Yes,No,0.0,5,39.0,26.0,Kaggle Competitor
No,No,0.0,2,49.0,26.0,Kaggle Competitor
No,No,4.0,2,36.6,28.0,Kaggle Competitor
No,No,3.0,0,51.6,26.0,Kaggle Competitor
Yes,No,0.0,2,64.0,9.0,Kaggle Competitor
Yes,No,0.0,2,43.0,23.0,Kaggle Competitor
Yes,No,0.0,4,46.0,30.0,Kaggle Competitor
No,Yes,49.0,2,75.0,9.0,Kaggle Competitor
No,No,0.0,0,42.0,0.0,Kaggle Competitor
No,Yes,21.0,1,54.3,22.0,Kaggle Competitor
No,Yes,28.0,2,58.2,13.0,Kaggle Competitor
No,No,0.0,1,40.0,17.0,Kaggle Competitor
No,No,0.0,2,45.0,19.0,Kaggle Competitor
Yes,No,0.0,6,32.0,9.0,Kaggle Competitor
No,Yes,32.0,2,86.0,23.0,Kaggle Competitor
No,Yes,51.0,0,85.1,28.0,Kaggle Competitor
No,Yes,33.0,1,73.5,42.0,Kaggle Competitor
Yes,No,0.0,4,41.0,17.0,Kaggle Competitor
No,No,0.0,2,56.0,18.0,Kaggle Competitor
No,No,0.0,0,31.0,20.0,Kaggle Competitor
No,Yes,33.0,1,103.8,26.0,Kaggle Competitor
No,No,0.0,1,55.0,14.0,Kaggle Competitor
Yes,Yes,27.0,4,62.4,24.0,Kaggle Competitor
No,No,4.0,2,58.3,21.0,Kaggle Competitor
No,No,0.0,1,45.0,41.0,Kaggle Competitor
No,No,5.0,0,55.3,27.0,Kaggle Competitor
No,Yes,39.0,1,75.7,26.0,Kaggle Competitor
No,Yes,15.0,3,65.7,19.0,Kaggle Competitor
No,No,3.0,0,33.2,17.0,Kaggle Competitor
No,Yes,31.0,5,95.2,28.0,Kaggle Competitor
No,No,4.0,1,54.1,30.0,Kaggle Competitor
No,No,4.0,2,46.0,29.0,Kaggle Competitor
No,No,4.0,1,49.1,4.0,Kaggle Competitor
No,No,0.0,3,51.0,32.0,Kaggle Competitor
No,No,0.0,3,59.0,27.0,Kaggle Competitor
No,No,0.0,1,39.0,32.0,Kaggle Competitor
Yes,No,0.0,2,65.0,42.0,Kaggle Competitor
No,No,0.0,1,49.0,31.0,Kaggle Competitor
No,Yes,32.0,1,82.0,31.0,Kaggle Competitor
No,No,0.0,1,38.0,10.0,Kaggle Competitor
No,No,0.0,1,39.0,30.0,Kaggle Competitor
No,No,2.0,4,57.0,33.0,Kaggle Competitor
No,Yes,39.0,1,81.9,30.0,Kaggle Competitor
No,Yes,29.0,1,81.8,38.0,Kaggle Competitor
No,No,5.0,4,55.0,24.0,Kaggle Competitor
No,No,0.0,2,32.0,27.0,Kaggle Competitor
No,No,0.0,0,53.0,18.0,Kaggle Competitor
No,No,3.0,2,47.7,21.0,Kaggle Competitor
No,Yes,33.0,2,73.3,34.0,Kaggle Competitor
No,Yes,30.0,1,54.4,29.0,Kaggle Competitor
No,No,0.0,3,46.0,20.0,Kaggle Competitor
No,Yes,34.0,0,59.4,19.0,Kaggle Competitor
No,No,3.0,1,51.6,1.0,Kaggle Competitor
Yes,Yes,14.0,1,61.6,35.0,Kaggle Competitor
No,No,0.0,3,40.0,11.0,Kaggle Competitor
No,No,3.0,3,56.5,43.0,Kaggle Competitor
No,Yes,24.0,0,65.0,22.0,Kaggle Competitor
Yes,No,3.0,1,45.3,30.0,Kaggle Competitor
No,Yes,28.0,0,70.0,15.0,Kaggle Competitor
No,Yes,30.0,0,72.1,18.0,Kaggle Competitor
No,No,0.0,1,43.0,0.0,Kaggle Competitor
No,No,0.0,1,40.0,19.0,Kaggle Competitor
No,No,0.0,1,54.0,22.0,Kaggle Competitor
No,Yes,43.0,1,101.6,28.0,Kaggle Competitor
Yes,Yes,38.0,3,83.6,27.0,Kaggle Competitor
No,No,4.0,3,54.1,24.0,Kaggle Competitor
No,No,3.0,1,54.4,18.0,Kaggle Competitor
No,No,0.0,2,54.0,36.0,Kaggle Competitor
No,Yes,42.0,2,91.8,15.0,Kaggle Competitor
No,Yes,40.0,0,77.2,32.0,Kaggle Competitor
No,Yes,39.0,1,95.4,18.0,Kaggle Competitor
No,No,0.0,0,41.0,17.0,Kaggle Competitor
No,No,3.0,0,40.5,26.0,Kaggle Competitor
No,No,0.0,0,47.0,22.0,Kaggle Competitor
Yes,No,0.0,4,47.0,33.0,Kaggle Competitor
No,No,0.0,1,52.0,25.0,Kaggle Competitor
No,No,3.0,2,40.8,32.0,Kaggle Competitor
No,No,0.0,0,47.0,17.0,Kaggle Competitor
Yes,No,0.0,5,30.0,5.0,Kaggle Competitor
No,Yes,26.0,1,79.9,34.0,Kaggle Competitor
No,No,0.0,1,41.0,24.0,Kaggle Competitor
No,Yes,25.0,1,60.1,33.0,Kaggle Competitor
No,Yes,14.0,2,37.3,18.0,Kaggle Competitor
No,No,0.0,1,37.0,20.0,Kaggle Competitor
No,No,0.0,1,63.0,28.0,Kaggle Competitor
No,Yes,31.0,1,83.9,28.0,Kaggle Competitor
No,No,0.0,0,44.0,23.0,Kaggle Competitor
No,No,0.0,2,54.0,26.0,Kaggle Competitor
No,No,4.0,2,50.7,39.0,Kaggle Competitor
No,No,0.0,1,41.0,21.0,Kaggle Competitor
No,No,4.0,3,46.0,16.0,Kaggle Competitor
No,No,2.0,1,59.8,32.0,Kaggle Competitor
No,No,0.0,0,37.0,10.0,Kaggle Competitor
No,Yes,28.0,2,70.5,27.0,Kaggle Competitor
No,No,0.0,2,25.0,25.0,Kaggle Competitor
No,No,0.0,2,53.0,27.0,Kaggle Competitor
No,No,0.0,3,39.0,39.0,Kaggle Competitor
No,Yes,33.0,0,66.5,14.0,Kaggle Competitor
No,No,2.0,2,31.7,20.0,Kaggle Competitor
No,No,4.0,0,56.5,10.0,Kaggle Competitor
Yes,No,0.0,5,40.0,26.0,Kaggle Competitor
No,Yes,39.0,2,68.9,29.0,Kaggle Competitor
No,No,3.0,0,54.6,35.0,Kaggle Competitor
No,No,0.0,2,45.0,12.0,Kaggle Competitor
No,No,0.0,2,36.0,3.0,Kaggle Competitor
No,Yes,25.0,1,64.1,28.0,Kaggle Competitor
No,No,0.0,1,50.0,32.0,Kaggle Competitor
No,No,0.0,2,40.0,24.0,Kaggle Competitor
No,No,3.0,3,40.6,20.0,Kaggle Competitor
No,No,0.0,1,59.0,24.0,Kaggle Competitor
No,No,2.0,0,55.3,22.0,Kaggle Competitor
Yes,No,0.0,0,30.0,13.0,Kaggle Competitor
No,No,3.0,2,43.1,42.0,Kaggle Competitor
No,No,4.0,3,49.7,25.0,Kaggle Competitor
No,No,3.0,2,52.7,29.0,Kaggle Competitor
No,No,5.0,2,64.8,19.0,Kaggle Competitor
No,No,5.0,1,44.0,41.0,Kaggle Competitor
No,No,3.0,2,56.1,40.0,Kaggle Competitor
Yes,No,0.0,2,54.0,21.0,Kaggle Competitor
No,No,0.0,1,39.0,19.0,Kaggle Competitor
Yes,No,4.0,2,37.2,29.0,Kaggle Competitor
Yes,No,0.0,0,70.0,27.0,Kaggle Competitor
No,No,0.0,3,51.0,28.0,Kaggle Competitor
No,No,0.0,1,40.0,8.0,Kaggle Competitor
Yes,Yes,35.0,3,91.9,32.0,Kaggle Competitor
No,Yes,42.0,1,62.8,21.0,Kaggle Competitor
No,No,3.0,2,40.2,17.0,Kaggle Competitor
Yes,No,0.0,1,68.0,4.0,Kaggle Competitor
No,Yes,22.0,1,79.6,28.0,Kaggle Competitor
No,No,0.0,3,40.0,37.0,Kaggle Competitor
No,No,0.0,0,40.0,32.0,Kaggle Competitor
No,No,4.0,2,50.2,21.0,Kaggle Competitor
No,No,4.0,2,46.1,17.0,Kaggle Competitor
No,Yes,39.0,1,81.1,27.0,Kaggle Competitor
No,No,4.0,2,48.1,18.0,Kaggle Competitor
No,No,5.0,1,52.3,20.0,Kaggle Competitor
No,No,0.0,1,53.0,23.0,Kaggle Competitor
No,No,2.0,1,60.5,11.0,Kaggle Competitor
No,No,4.0,6,65.4,15.0,Kaggle Competitor
No,No,0.0,2,43.0,25.0,Kaggle Competitor
No,No,2.0,2,51.7,44.0,Kaggle Competitor
No,No,0.0,2,32.0,27.0,Kaggle Competitor
No,No,3.0,0,54.1,28.0,Kaggle Competitor
No,No,0.0,0,38.0,22.0,Kaggle Competitor
No,Yes,37.0,1,86.1,26.0,Kaggle Competitor
No,No,0.0,1,57.0,14.0,Kaggle Competitor
No,Yes,25.0,1,60.8,33.0,Kaggle Competitor
No,No,4.0,1,47.3,25.0,Kaggle Competitor
No,No,3.0,1,38.4,24.0,Kaggle Competitor
No,No,0.0,1,46.0,4.0,Kaggle Competitor
No,No,0.0,0,35.0,42.0,Kaggle Competitor
No,No,3.0,2,47.5,34.0,Kaggle Competitor
Yes,No,0.0,2,68.0,13.0,Kaggle Competitor
No,No,0.0,3,59.0,23.0,Kaggle Competitor
No,No,0.0,3,48.0,28.0,Kaggle Competitor
No,Yes,28.0,1,56.0,15.0,Kaggle Competitor
No,No,0.0,2,52.0,24.0,Kaggle Competitor
Yes,No,0.0,1,68.0,35.0,Kaggle Competitor
Yes,No,0.0,1,69.0,29.0,Kaggle Competitor
No,No,0.0,1,43.0,22.0,Kaggle Competitor
Yes,No,0.0,1,38.0,30.0,Kaggle Competitor
No,Yes,36.0,2,83.0,13.0,Kaggle Competitor
No,No,0.0,2,50.0,36.0,Kaggle Competitor
No,No,0.0,0,48.0,45.0,Kaggle Competitor
No,No,0.0,1,42.0,15.0,Kaggle Competitor
No,No,0.0,0,38.0,36.0,Kaggle Competitor
Yes,No,0.0,4,38.0,28.0,Kaggle Competitor
No,No,4.0,2,50.5,27.0,Kaggle Competitor
No,No,0.0,1,43.0,14.0,Kaggle Competitor
No,No,0.0,3,55.0,15.0,Kaggle Competitor
No,No,0.0,3,45.0,22.0,Kaggle Competitor
No,No,0.0,1,46.0,12.0,Kaggle Competitor
No,No,2.0,3,57.7,24.0,Kaggle Competitor
No,Yes,39.0,2,77.4,12.0,Kaggle Competitor
No,No,0.0,1,45.0,23.0,Kaggle Competitor
No,Yes,30.0,3,74.1,30.0,Kaggle Competitor
Yes,No,0.0,1,63.0,28.0,Kaggle Competitor
No,No,0.0,5,50.0,38.0,Kaggle Competitor
No,No,0.0,0,43.0,21.0,Kaggle Competitor
Yes,No,0.0,1,76.0,26.0,Kaggle Competitor
Yes,No,0.0,1,69.0,6.0,Kaggle Competitor
No,No,0.0,1,33.0,17.0,Kaggle Competitor
No,No,0.0,2,54.0,28.0,Kaggle Competitor
No,No,4.0,1,44.6,45.0,Kaggle Competitor
Yes,No,0.0,0,63.0,22.0,Kaggle Competitor
No,No,0.0,1,51.0,34.0,Kaggle Competitor
No,Yes,37.0,1,82.1,20.0,Kaggle Competitor
Yes,No,0.0,2,42.0,20.0,Kaggle Competitor
No,Yes,21.0,2,80.3,18.0,Kaggle Competitor
No,No,0.0,3,50.0,24.0,Kaggle Competitor
No,Yes,46.0,2,103.1,34.0,Kaggle Competitor
Yes,No,0.0,1,65.0,33.0,Kaggle Competitor
No,No,0.0,3,53.0,21.0,Kaggle Competitor
No,Yes,22.0,4,70.1,19.0,Kaggle Competitor
No,Yes,35.0,1,81.9,27.0,Kaggle Competitor
No,Yes,19.0,1,54.9,16.0,Kaggle Competitor
No,No,0.0,0,44.0,31.0,Kaggle Competitor
No,No,0.0,2,57.0,17.0,Kaggle Competitor
No,No,0.0,1,53.0,11.0,Kaggle Competitor
Yes,No,4.0,0,77.0,29.0,Kaggle Competitor
No,No,0.0,1,49.0,23.0,Kaggle Competitor
No,Yes,52.0,0,81.2,38.0,Kaggle Competitor
No,No,0.0,2,45.0,15.0,Kaggle Competitor
No,Yes,22.0,1,66.6,27.0,Kaggle Competitor
Yes,Yes,36.0,3,73.0,34.0,Kaggle Competitor
No,No,0.0,1,51.0,26.0,Kaggle Competitor
No,Yes,24.0,4,73.3,19.0,Kaggle Competitor
No,Yes,38.0,4,74.3,20.0,Kaggle Competitor
No,No,0.0,2,56.0,31.0,Kaggle Competitor
Yes,No,0.0,0,55.0,24.0,Kaggle Competitor
No,No,0.0,2,41.0,20.0,Kaggle Competitor
No,Yes,41.0,2,81.0,21.0,Kaggle Competitor
No,No,0.0,1,51.0,20.0,Kaggle Competitor
No,No,4.0,4,58.0,9.0,Kaggle Competitor
Yes,Yes,22.0,1,97.1,32.0,Kaggle Competitor
No,No,0.0,2,49.0,34.0,Kaggle Competitor
No,Yes,40.0,2,82.5,38.0,Kaggle Competitor
No,Yes,38.0,1,78.9,20.0,Kaggle Competitor
No,No,2.0,0,52.9,14.0,Kaggle Competitor
No,No,0.0,2,37.0,23.0,Kaggle Competitor
No,No,3.0,1,53.1,17.0,Kaggle Competitor
No,No,0.0,2,45.0,24.0,Kaggle Competitor
No,No,0.0,3,51.0,25.0,Kaggle Competitor
No,No,3.0,2,46.8,24.0,Kaggle Competitor
No,Yes,39.0,1,90.9,14.0,Kaggle Competitor
No,Yes,35.0,3,93.2,24.0,Kaggle Competitor
No,Yes,37.0,1,75.5,16.0,Kaggle Competitor
No,Yes,32.0,1,66.0,14.0,Kaggle Competitor
No,No,0.0,3,33.0,17.0,Kaggle Competitor
No,No,4.0,0,53.5,17.0,Kaggle Competitor
Yes,No,0.0,2,58.0,21.0,Kaggle Competitor
No,No,0.0,5,56.0,23.0,Kaggle Competitor
Yes,No,0.0,0,71.0,27.0,Kaggle Competitor
No,Yes,41.0,1,84.3,30.0,Kaggle Competitor
No,No,0.0,1,54.0,19.0,Kaggle Competitor
No,No,0.0,2,42.0,24.0,Kaggle Competitor
No,No,3.0,3,59.1,25.0,Kaggle Competitor
No,No,4.0,0,48.3,26.0,Kaggle Competitor
No,Yes,40.0,1,66.5,36.0,Kaggle Competitor
No,No,0.0,1,53.0,15.0,Kaggle Competitor
No,No,5.0,1,56.0,15.0,Kaggle Competitor
No,No,4.0,2,64.0,16.0,Kaggle Competitor
No,No,0.0,3,63.0,27.0,Kaggle Competitor
No,No,0.0,0,60.0,23.0,Kaggle Competitor
No,No,0.0,2,39.0,3.0,Kaggle Competitor
Yes,No,5.0,4,77.9,20.0,Kaggle Competitor
No,No,0.0,0,59.0,45.0,Kaggle Competitor
Yes,No,4.0,2,47.4,12.0,Kaggle Competitor
No,No,0.0,2,45.0,40.0,Kaggle Competitor
Yes,Yes,47.0,1,86.9,43.0,Kaggle Competitor
No,No,0.0,3,40.0,20.0,Kaggle Competitor
Yes,No,0.0,1,56.0,24.0,Kaggle Competitor
No,Yes,32.0,3,78.0,31.0,Kaggle Competitor
No,Yes,28.0,0,75.2,36.0,Kaggle Competitor
No,No,0.0,2,38.0,33.0,Kaggle Competitor
No,Yes,29.0,2,75.3,27.0,Kaggle Competitor
No,No,0.0,2,40.0,35.0,Kaggle Competitor
Yes,No,4.0,0,64.1,15.0,Kaggle Competitor
Yes,No,0.0,3,60.0,41.0,Kaggle Competitor
No,No,0.0,0,38.0,15.0,Kaggle Competitor
No,No,0.0,0,46.0,14.0,Kaggle Competitor
No,No,0.0,0,57.0,32.0,Kaggle Competitor
Yes,No,4.0,4,69.4,10.0,Kaggle Competitor
No,No,4.0,2,63.3,6.0,Kaggle Competitor
No,No,0.0,1,51.0,33.0,Kaggle Competitor
No,Yes,25.0,2,69.8,28.0,Kaggle Competitor
Yes,No,3.0,0,44.1,28.0,Kaggle Competitor
No,No,0.0,0,29.0,13.0,Kaggle Competitor
No,No,0.0,1,52.0,18.0,Kaggle Competitor
No,No,0.0,2,53.0,3.0,Kaggle Competitor
No,No,4.0,3,54.1,15.0,Kaggle Competitor
No,Yes,32.0,2,77.0,21.0,Kaggle Competitor
Yes,Yes,55.0,1,104.9,29.0,Kaggle Competitor
No,No,0.0,1,56.0,37.0,Kaggle Competitor
No,No,0.0,0,45.0,18.0,Kaggle Competitor
No,No,0.0,3,57.0,8.0,Kaggle Competitor
No,No,0.0,2,47.0,23.0,Kaggle Competitor
No,No,0.0,1,61.0,32.0,Kaggle Competitor
No,No,0.0,3,54.0,38.0,Kaggle Competitor
Yes,No,0.0,0,64.0,29.0,Kaggle Competitor
No,No,3.0,2,46.8,17.0,Kaggle Competitor
Yes,No,0.0,3,73.0,17.0,Kaggle Competitor
No,Yes,39.0,0,88.1,31.0,Kaggle Competitor
No,No,0.0,1,54.0,33.0,Kaggle Competitor
No,No,0.0,0,37.0,31.0,Kaggle Competitor
Yes,No,0.0,3,63.0,48.0,Kaggle Competitor
No,No,3.0,3,53.8,15.0,Kaggle Competitor
No,Yes,26.0,1,66.3,35.0,Kaggle Competitor
No,No,0.0,1,21.0,37.0,Kaggle Competitor
No,No,2.0,2,38.0,17.0,Kaggle Competitor
No,No,4.0,4,67.7,23.0,Kaggle Competitor
No,No,0.0,0,52.0,29.0,Kaggle Competitor
No,No,0.0,2,22.0,11.0,Kaggle Competitor
Yes,No,0.0,1,70.0,30.0,Kaggle Competitor
No,Yes,38.0,0,54.6,44.0,Kaggle Competitor
Yes,No,0.0,0,66.0,14.0,Kaggle Competitor
No,No,0.0,1,55.0,29.0,Kaggle Competitor
No,No,0.0,0,45.0,33.0,Kaggle Competitor
No,Yes,19.0,2,65.2,27.0,Kaggle Competitor
No,Yes,50.0,1,84.6,43.0,Kaggle Competitor
No,Yes,20.0,1,80.5,22.0,Kaggle Competitor
No,Yes,39.0,2,79.7,32.0,Kaggle Competitor
No,Yes,14.0,0,51.6,33.0,Kaggle Competitor
No,No,0.0,1,51.0,19.0,Kaggle Competitor
No,Yes,32.0,1,76.0,27.0,Kaggle Competitor
No,No,0.0,1,41.0,36.0,Kaggle Competitor
No,No,3.0,1,64.9,12.0,Kaggle Competitor
No,No,5.0,2,40.9,23.0,Kaggle Competitor
No,Yes,42.0,2,69.1,23.0,Kaggle Competitor
Yes,No,0.0,2,63.0,42.0,Kaggle Competitor
No,No,0.0,0,41.0,12.0,Kaggle Competitor
No,No,3.0,2,51.6,27.0,Kaggle Competitor
No,No,0.0,0,56.0,21.0,Kaggle Competitor
No,No,4.0,2,53.0,20.0,Kaggle Competitor
No,No,0.0,2,40.0,28.0,Kaggle Competitor
No,Yes,48.0,1,90.0,36.0,Kaggle Competitor
Yes,No,0.0,0,61.0,29.0,Kaggle Competitor
Yes,No,0.0,5,68.0,30.0,Kaggle Competitor
No,No,0.0,2,52.0,36.0,Kaggle Competitor
No,Yes,36.0,1,73.0,33.0,Kaggle Competitor
Yes,Yes,43.0,0,80.9,21.0,Kaggle Competitor
No,Yes,30.0,3,47.8,29.0,Kaggle Competitor
No,No,0.0,1,50.0,25.0,Kaggle Competitor
No,No,3.0,1,46.7,20.0,Kaggle Competitor
No,Yes,35.0,0,75.2,23.0,Kaggle Competitor
No,No,3.0,0,50.5,39.0,Kaggle Competitor
No,No,0.0,1,57.0,5.0,Kaggle Competitor
No,Yes,35.0,2,84.9,33.0,Kaggle Competitor
No,No,3.0,2,59.8,21.0,Kaggle Competitor
No,No,3.0,1,46.1,8.0,Kaggle Competitor
Yes,Yes,33.0,2,61.5,14.0,Kaggle Competitor
No,No,4.0,3,52.2,25.0,Kaggle Competitor
Yes,No,0.0,0,67.0,34.0,Kaggle Competitor
No,No,0.0,2,43.0,27.0,Kaggle Competitor
No,No,0.0,1,57.0,22.0,Kaggle Competitor
No,No,0.0,1,40.0,43.0,Kaggle Competitor
No,No,0.0,0,54.0,29.0,Kaggle Competitor
No,Yes,26.0,3,60.9,13.0,Kaggle Competitor
No,No,0.0,2,16.0,31.0,Kaggle Competitor
No,Yes,37.0,1,74.5,22.0,Kaggle Competitor
No,No,4.0,0,61.5,25.0,Kaggle Competitor
No,No,0.0,2,37.0,28.0,Kaggle Competitor
No,No,0.0,2,55.0,8.0,Kaggle Competitor
No,No,0.0,0,51.0,17.0,Kaggle Competitor
No,No,3.0,1,36.3,30.0,Kaggle Competitor
Yes,No,0.0,0,56.0,32.0,Kaggle Competitor
No,No,4.0,1,50.1,20.0,Kaggle Competitor
No,No,0.0,3,23.0,18.0,Kaggle Competitor
No,Yes,27.0,3,65.1,27.0,Kaggle Competitor
No,Yes,48.0,2,105.2,28.0,Kaggle Competitor
No,No,0.0,1,37.0,28.0,Kaggle Competitor
No,No,0.0,1,46.0,34.0,Kaggle Competitor
No,Yes,27.0,3,65.1,24.0,Kaggle Competitor
No,Yes,39.0,1,65.4,28.0,Kaggle Competitor
No,No,3.0,1,40.3,32.0,Kaggle Competitor
No,Yes,18.0,2,53.4,19.0,Kaggle Competitor
No,Yes,43.0,1,82.6,15.0,Kaggle Competitor
Yes,No,0.0,4,42.0,37.0,Kaggle Competitor
Yes,Yes,20.0,2,78.5,31.0,Kaggle Competitor
Yes,Yes,43.0,0,93.6,14.0,Kaggle Competitor
No,Yes,29.0,1,83.3,28.0,Kaggle Competitor
No,Yes,24.0,0,73.0,30.0,Kaggle Competitor
No,No,0.0,2,54.0,5.0,Kaggle Competitor
No,No,0.0,1,45.0,16.0,Kaggle Competitor
No,No,0.0,0,54.0,26.0,Kaggle Competitor
No,No,0.0,3,50.0,18.0,Kaggle Competitor
No,No,0.0,2,53.0,25.0,Kaggle Competitor
No,No,0.0,3,49.0,25.0,Kaggle Competitor
No,Yes,30.0,1,74.6,18.0,Kaggle Competitor
Yes,No,3.0,3,64.1,27.0,Kaggle Competitor
Yes,No,5.0,5,52.2,9.0,Kaggle Competitor
Yes,Yes,29.0,6,66.3,25.0,Kaggle Competitor
No,No,0.0,1,34.0,18.0,Kaggle Competitor
No,No,0.0,0,63.0,31.0,Kaggle Competitor
No,Yes,25.0,2,59.8,11.0,Kaggle Competitor
No,Yes,30.0,0,55.6,14.0,Kaggle Competitor
No,No,0.0,0,58.0,35.0,Kaggle Competitor
No,No,0.0,1,32.0,30.0,Kaggle Competitor
No,Yes,47.0,2,106.9,25.0,Kaggle Competitor
Yes,No,3.0,0,67.1,32.0,Kaggle Competitor
No,No,5.0,1,37.8,17.0,Kaggle Competitor
No,No,0.0,0,50.0,6.0,Kaggle Competitor
No,No,0.0,2,44.0,39.0,Kaggle Competitor
No,No,0.0,1,25.0,7.0,Kaggle Competitor
No,No,0.0,3,48.0,16.0,Kaggle Competitor
Yes,No,0.0,0,60.0,12.0,Kaggle Competitor
No,No,0.0,4,45.0,1.0,Kaggle Competitor
No,No,0.0,2,38.0,9.0,Kaggle Competitor
No,No,0.0,3,57.0,24.0,Kaggle Competitor
No,No,0.0,1,32.0,6.0,Kaggle Competitor
No,Yes,37.0,1,82.8,38.0,Kaggle Competitor
No,No,0.0,2,56.0,3.0,Kaggle Competitor
No,No,0.0,2,50.0,12.0,Kaggle Competitor
No,Yes,38.0,1,78.3,26.0,Kaggle Competitor
No,No,5.0,1,43.2,36.0,Kaggle Competitor
No,Yes,36.0,0,86.0,21.0,Kaggle Competitor
No,No,0.0,2,42.0,14.0,Kaggle Competitor
No,Yes,36.0,2,73.7,19.0,Kaggle Competitor
No,No,0.0,3,35.0,12.0,Kaggle Competitor
No,No,0.0,1,38.0,34.0,Kaggle Competitor
No,Yes,23.0,2,79.4,28.0,Kaggle Competitor
Yes,No,0.0,1,61.0,30.0,Kaggle Competitor
No,No,3.0,1,29.4,21.0,Kaggle Competitor
No,No,0.0,1,46.0,34.0,Kaggle Competitor
Yes,No,0.0,0,41.0,37.0,Kaggle Competitor
No,Yes,43.0,4,78.6,17.0,Kaggle Competitor
No,No,4.0,0,61.2,30.0,Kaggle Competitor
No,No,0.0,0,53.0,36.0,Kaggle Competitor
No,No,0.0,2,50.0,20.0,Kaggle Competitor
Yes,No,0.0,0,76.0,19.0,Kaggle Competitor
No,No,0.0,2,41.0,23.0,Kaggle Competitor
No,No,0.0,2,49.0,30.0,Kaggle Competitor
Yes,No,0.0,5,41.0,20.0,Kaggle Competitor
Yes,No,0.0,4,33.0,28.0,Kaggle Competitor
No,Yes,41.0,1,97.0,30.0,Kaggle Competitor
No,No,0.0,1,34.0,23.0,Kaggle Competitor
No,No,0.0,1,49.0,8.0,Kaggle Competitor
No,No,0.0,3,36.0,20.0,Kaggle Competitor
No,No,0.0,2,60.0,32.0,Kaggle Competitor
No,No,0.0,1,50.0,43.0,Kaggle Competitor
No,Yes,34.0,3,77.1,22.0,Kaggle Competitor
No,No,0.0,2,36.0,26.0,Kaggle Competitor
No,No,0.0,1,55.0,17.0,Kaggle Competitor
No,Yes,34.0,2,74.4,41.0,Kaggle Competitor
Yes,No,3.0,2,66.8,26.0,Kaggle Competitor
No,Yes,35.0,0,70.2,25.0,Kaggle Competitor
No,No,0.0,0,33.0,23.0,Kaggle Competitor
No,Yes,30.0,0,80.4,28.0,Kaggle Competitor
No,No,2.0,1,29.6,27.0,Kaggle Competitor
No,No,0.0,1,48.0,37.0,Kaggle Competitor
No,No,0.0,0,59.0,4.0,Kaggle Competitor
No,No,0.0,1,53.0,24.0,Kaggle Competitor
No,Yes,39.0,0,80.9,27.0,Kaggle Competitor
No,No,0.0,0,51.0,29.0,Kaggle Competitor
No,No,0.0,1,56.0,36.0,Kaggle Competitor
No,No,0.0,2,42.0,25.0,Kaggle Competitor
No,No,0.0,2,40.0,22.0,Kaggle Competitor
No,No,0.0,1,35.0,21.0,Kaggle Competitor
No,Yes,28.0,2,65.5,24.0,Kaggle Competitor
No,No,0.0,1,54.0,23.0,Kaggle Competitor
No,No,0.0,1,48.0,22.0,Kaggle Competitor
No,No,3.0,0,49.4,28.0,Kaggle Competitor
No,No,2.0,1,56.7,37.0,Kaggle Competitor
No,Yes,24.0,1,94.0,32.0,Kaggle Competitor
No,No,0.0,0,16.0,20.0,Kaggle Competitor
No,No,0.0,2,50.0,19.0,Kaggle Competitor
No,Yes,42.0,4,92.4,17.0,Kaggle Competitor
No,Yes,39.0,0,68.7,29.0,Kaggle Competitor
No,No,0.0,3,55.0,6.0,Kaggle Competitor
No,No,4.0,0,56.3,35.0,Kaggle Competitor
Yes,Yes,28.0,2,62.2,22.0,Kaggle Competitor
No,No,0.0,2,34.0,26.0,Kaggle Competitor
No,No,0.0,1,54.0,22.0,Kaggle Competitor
Yes,No,4.0,0,51.6,4.0,Kaggle Competitor
No,Yes,29.0,1,78.0,24.0,Kaggle Competitor
No,No,0.0,2,37.0,28.0,Kaggle Competitor
No,No,0.0,2,55.0,29.0,Kaggle Competitor
No,No,0.0,2,36.0,29.0,Kaggle Competitor
No,No,0.0,2,39.0,8.0,Kaggle Competitor
Yes,No,0.0,0,70.0,31.0,Kaggle Competitor
No,Yes,21.0,3,75.8,28.0,Kaggle Competitor
No,No,0.0,3,56.0,29.0,Kaggle Competitor
No,No,0.0,2,46.0,31.0,Kaggle Competitor
No,Yes,31.0,0,74.9,43.0,Kaggle Competitor
No,Yes,32.0,1,67.0,0.0,Kaggle Competitor
No,No,0.0,1,53.0,25.0,Kaggle Competitor
No,Yes,20.0,1,65.7,21.0,Kaggle Competitor
Yes,No,0.0,2,34.0,41.0,Kaggle Competitor
No,No,2.0,1,58.0,28.0,Kaggle Competitor
Yes,No,0.0,1,63.0,39.0,Kaggle Competitor
No,No,0.0,1,47.0,31.0,Kaggle Competitor
No,No,0.0,1,48.0,20.0,Kaggle Competitor
No,Yes,36.0,2,77.0,31.0,Kaggle Competitor
No,Yes,35.0,1,60.4,34.0,Kaggle Competitor
Yes,No,3.0,1,69.4,21.0,Kaggle Competitor
No,No,0.0,0,54.0,32.0,Kaggle Competitor
No,No,0.0,0,36.0,37.0,Kaggle Competitor
No,Yes,38.0,1,67.9,24.0,Kaggle Competitor
No,Yes,23.0,0,68.4,35.0,Kaggle Competitor
No,No,4.0,3,48.2,9.0,Kaggle Competitor
No,No,0.0,0,41.0,8.0,Kaggle Competitor
No,No,0.0,1,59.0,13.0,Kaggle Competitor
No,Yes,54.0,0,75.8,31.0,Kaggle Competitor
